url,release_date,brand_name,model,gender,len_colorway,main_color,upper_material,technology,len_size,unique,price,days_since_release
https://www.goat.com/sneakers/air-jordan-10-retro-chicago-2016-310805-114,2016-05-14,Air Jordan,Air Jordan 10 Retro 'City Pack - Chicago',men,4,White,,Air,39,0,371.0,3276
https://www.goat.com/sneakers/air-jordan-12-retro-gym-red-130690-600,2016-07-02,Air Jordan,Air Jordan 12 Retro 'Gym Red',men,3,Red,,Air,39,0,346.0,3227
https://www.goat.com/sneakers/air-max-97-triple-white-921826-101,2017-08-01,Nike,Air Max 97 'Triple White',men,3,White,,Air,24,0,124.0,2832
https://www.goat.com/sneakers/air-max-plus-triple-black-604133-050,2017-12-19,Nike,Air Max Plus 'Triple Black',men,2,Black,,Air,39,0,157.0,2692
https://www.goat.com/sneakers/air-jordan-4-retro-ps-royalty-308499-032,2017-02-05,Air Jordan,Air Jordan 4 Retro PS 'Royalty',youth,4,Black,Suede,,26,0,292.0,3009
https://www.goat.com/sneakers/alexander-wang-x-aw-run-mid-light-brown-ac6845,2017-10-07,adidas,Alexander Wang x AW Run Mid 'Grey',men,7,Grey,,Boost,31,0,58.0,2765
https://www.goat.com/sneakers/air-jordan-4-retro-pure-money-2017-308497-100,2017-05-13,Air Jordan,Air Jordan 4 Retro 'Pure Money' 2017,men,5,White,Leather,Air,19,0,748.0,2912
https://www.goat.com/sneakers/air-jordan-4-retro-motorsports-alternate-308497-006,2017-06-17,Air Jordan,Air Jordan 4 Retro 'Motorsports Alternate',men,6,Black,Leather,Air,39,1,458.0,2877
https://www.goat.com/sneakers/kaws-x-air-jordan-4-retro-930155-003-7d6f5beb-0f95-47bc-8b90-e48a32044b22,2017-03-31,Air Jordan,KAWS x Air Jordan 4 Retro 'Cool Grey',men,3,Grey,Suede,Air,39,1,2786.0,2955
https://www.goat.com/sneakers/air-jordan-5-retro-blue-suede-136027-401,2017-09-30,Air Jordan,Air Jordan 5 Retro 'Blue Suede' ,men,4,Blue,,Air,39,0,299.0,2772
https://www.goat.com/sneakers/air-jordan-4-retro-motorsports-308497-117,2017-03-25,Air Jordan,Air Jordan 4 Retro 'Motorsports',men,4,White,Leather,Air,39,0,482.0,2961
https://www.goat.com/sneakers/air-jordan-4-retro-royalty-308497-032,2017-02-05,Air Jordan,Air Jordan 4 Retro 'Royalty',men,4,Black,Suede,Air,39,0,513.0,3009
https://www.goat.com/sneakers/air-jordan-5-retro-white-cement-136027-104,2017-08-05,Air Jordan,Air Jordan 5 Retro 'White Cement',men,4,White,,Air,39,0,284.0,2828
https://www.goat.com/sneakers/kaws-x-air-jordan-4-retro-sample-930155-003s,2017-03-31,Air Jordan,KAWS x Air Jordan 4 Retro 'Cool Grey' Sample,men,3,Grey,Suede,Air,39,0,2420.0,2955
https://www.goat.com/sneakers/air-jordan-5-retro-premium-triple-black-881432-010,2017-07-08,Air Jordan,Air Jordan 5 Retro Premium 'Triple Black',men,2,Black,,Air,39,0,573.0,2856
https://www.goat.com/sneakers/air-jordan-5-retro-camo-136027-051,2017-09-02,Air Jordan,Air Jordan 5 Retro 'Camo',men,5,Grey,,Air,39,0,281.0,2800
https://www.goat.com/sneakers/eminem-x-air-jordan-4-retro-encore-2017,2017-12-14,Air Jordan,Eminem x Air Jordan 4 Retro 'Encore' 2017,men,5,Blue,Suede,Air,39,1,,2697
https://www.goat.com/sneakers/air-jordan-5-retro-premium-vachetta-tan-881432-305,2017-02-11,Air Jordan,Air Jordan 5 Retro Premium 'Take Flight',men,4,Green,,Air,39,0,400.0,3003
https://www.goat.com/sneakers/remade-x-400ml-x-air-jordan-4-retro-chinese-new-year-308497-rmd-cny,2017-01-13,Air Jordan,Remade x 400ml x Air Jordan 4 Retro 'Chinese New Year',men,2,Red,Leather,Air,39,0,,3032
https://www.goat.com/sneakers/air-jordan-5-retro-red-suede-136027-602,2017-07-01,Air Jordan,Air Jordan 5 Retro 'Red Suede',men,4,Red,,Air,39,0,341.0,2863
https://www.goat.com/sneakers/kaws-x-air-jordan-4-retro-black-930155-001,2017-11-17,Air Jordan,KAWS x Air Jordan 4 Retro 'Black',men,4,Black,Suede,Air,39,1,1436.0,2724
